Sch_div,School,Division,Street,City,State,Zip,Latitude,Longitude
Thurgood Marshall Elementary Prince William County Public Schools,Thurgood Marshall Elementary,Prince William County Public Schools,12505 Kahns Rd,Manassas,VA,20112,38.681154,-77.420418
Westridge Elementary Prince William County Public Schools,Westridge Elementary,Prince William County Public Schools,12400 Knightsbridge Dr,Woodbridge,VA,22192,38.684896,-77.335755
Antietam Elementary Prince William County Public Schools,Antietam Elementary,Prince William County Public Schools,12000 Antietam Rd,Woodbridge,VA,22192,38.693781,-77.297987
Ashland Elementary Prince William County Public Schools,Ashland Elementary,Prince William County Public Schools,15300 Bowmans Folly Dr.,Manassas,VA,20112,38.6231,-77.394271
Bel Air Elementary Prince William County Public Schools,Bel Air Elementary,Prince William County Public Schools,14151 Ferndale Road,Woodbridge,VA,22193,38.644745,-77.319993
Belmont Elementary Prince William County Public Schools,Belmont Elementary,Prince William County Public Schools,751 Norwood Ln,Woodbridge,VA,22191,38.657029,-77.239059
Bennett Elementary Prince William County Public Schools,Bennett Elementary,Prince William County Public Schools,8800 Old Dominion Dr,Manassas,VA,20110,38.728117,-77.463333
Bristow Run Elementary Prince William County Public Schools,Bristow Run Elementary,Prince William County Public Schools,8990 Worthington Dr,Bristow,VA,20136,38.761783,-77.589397
C.A. Sinclair Elementary Prince William County Public Schools,C.A. Sinclair Elementary,Prince William County Public Schools,7801 Garner Dr,Manassas,VA,20109,38.787504,-77.5072
Chris Yung Elementary Prince William County Public Schools,Chris Yung Elementary,Prince William County Public Schools,12612 Fog Light Way,Bristow,VA,20136,38.774458,-77.571091
Covington-Harper Elementary Prince William County Public Schools,Covington-Harper Elementary,Prince William County Public Schools,2500 River Heritage Blvd.,Dumfries,VA,22026,38.571345,-77.287396
Dale City Elementary Prince William County Public Schools,Dale City Elementary,Prince William County Public Schools,14450 Brook Dr,Woodbridge,VA,22193,38.636533,-77.313776
Dumfries Elementary Prince William County Public Schools,Dumfries Elementary,Prince William County Public Schools,3990 Cameron St,Dumfries,VA,22026,38.568179,-77.331152
Elizabeth Vaughan Elementary Prince William County Public Schools,Elizabeth Vaughan Elementary,Prince William County Public Schools,2200 York Dr,Woodbridge,VA,22191,38.651893,-77.278861
Enterprise Elementary Prince William County Public Schools,Enterprise Elementary,Prince William County Public Schools,13900 Lindendale Rd,Woodbridge,VA,22193,38.651181,-77.361213
Fannie W. Fitzgerald Elementary Prince William County Public Schools,Fannie W. Fitzgerald Elementary,Prince William County Public Schools,15500 Benita Fitzgerald Drive,Woodbridge,VA,22193,38.617268,-77.309675
Featherstone Elementary Prince William County Public Schools,Featherstone Elementary,Prince William County Public Schools,14805 Blackburn Rd,Woodbridge,VA,22191,38.630767,-77.266588
George G. Tyler Elementary Prince William County Public Schools,George G. Tyler Elementary,Prince William County Public Schools,14500 John Marshall Hwy,Gainesville,VA,20155,38.805976,-77.622025
George P. Mullen Elementary Prince William County Public Schools,George P. Mullen Elementary,Prince William County Public Schools,8000 Rodes Dr,Manassas,VA,20109,38.784425,-77.531336
Glenkirk Elementary Prince William County Public Schools,Glenkirk Elementary,Prince William County Public Schools,8584 Sedge Wren Drive,Gainesville,VA,20155,38.769177,-77.616397
Haymarket Elementary Prince William County Public Schools,Haymarket Elementary,Prince William County Public Schools,15500 Learning Lane,Haymarket,VA,20169,38.806451,-77.651367
J.W. Alvey Elementary Prince William County Public Schools,J.W. Alvey Elementary,Prince William County Public Schools,5300 Waverly Farm Dr.,Haymarket,VA,20169,38.841941,-77.654518
John D. Jenkins Elementary Prince William County Public Schools,John D. Jenkins Elementary,Prince William County Public Schools,4060 Prince William Parkway,Woodbridge,VA,22192,38.667966,-77.33137
John F. Pattie Sr. Elementary Prince William County Public Schools,John F. Pattie Sr. Elementary,Prince William County Public Schools,16125 Dumfries Road,Dumfries,VA,22025,38.605516,-77.348682
Kerrydale Elementary Prince William County Public Schools,Kerrydale Elementary,Prince William County Public Schools,13199 Kerrydale Rd,Woodbridge,VA,22193,38.668022,-77.34517
Kyle R. Wilson Elementary Prince William County Public Schools,Kyle R. Wilson Elementary,Prince William County Public Schools,5710 Liberty Hill Court,Woodbridge,VA,22193,38.633146,-77.378988
Lake Ridge Elementary Prince William County Public Schools,Lake Ridge Elementary,Prince William County Public Schools,11970 Hedges Run Dr,Woodbridge,VA,22192,38.696137,-77.31211
Leesylvania Elementary Prince William County Public Schools,Leesylvania Elementary,Prince William County Public Schools,15800 Neabsco Rd,Woodbridge,VA,22191,38.604458,-77.284001
Loch Lomond Elementary Prince William County Public Schools,Loch Lomond Elementary,Prince William County Public Schools,7900 Augusta Rd,Manassas,VA,20111,38.784842,-77.478737
Martin Luther King Jr. Elementary Prince William County Public Schools,Martin Luther King Jr. Elementary,Prince William County Public Schools,1800 Horner Rd.,Woodbridge,VA,22191,38.658359,-77.269017
Marumsco Hills Elementary Prince William County Public Schools,Marumsco Hills Elementary,Prince William County Public Schools,14100 Page St,Woodbridge,VA,22191,38.645856,-77.281253
Minnieville Elementary Prince William County Public Schools,Minnieville Elementary,Prince William County Public Schools,13639 Greenwood Dr,Woodbridge,VA,22193,38.653053,-77.345008
Mountain View Elementary Prince William County Public Schools,Mountain View Elementary,Prince William County Public Schools,5600 McLeod Way,Haymarket,VA,20169,38.837042,-77.627109
Neabsco Elementary Prince William County Public Schools,Neabsco Elementary,Prince William County Public Schools,3800 Cordell Ave,Woodbridge,VA,22193,38.625568,-77.324811
Old Bridge Elementary Prince William County Public Schools,Old Bridge Elementary,Prince William County Public Schools,3051 Old Bridge Road,Woodbridge,VA,22192,38.682689,-77.305388
Piney Branch Elementary Prince William County Public Schools,Piney Branch Elementary,Prince William County Public Schools,8301 Linton Hall Road,Bristow,VA,20136,38.774724,-77.593831
Potomac View Elementary Prince William County Public Schools,Potomac View Elementary,Prince William County Public Schools,14601 Lamar Rd,Woodbridge,VA,22191,38.636221,-77.255413
R. Dean Kilby Elementary Prince William County Public Schools,R. Dean Kilby Elementary,Prince William County Public Schools,1800 Horner Rd.,Woodbridge,VA,22191,38.658359,-77.269017
River Oaks Elementary Prince William County Public Schools,River Oaks Elementary,Prince William County Public Schools,14800 Darbydale Avenue,Woodbridge,VA,22193,38.634792,-77.340488
Rosa Parks Elementary Prince William County Public Schools,Rosa Parks Elementary,Prince William County Public Schools,13446 Princedale Drive,Woodbridge,VA,22193,38.659327,-77.384669
Signal Hill Elementary Prince William County Public Schools,Signal Hill Elementary,Prince William County Public Schools,9553 Birmingham Dr,Manassas,VA,20111,38.747596,-77.437188
Sonnie Penn Elementary Prince William County Public Schools,Sonnie Penn Elementary,Prince William County Public Schools,12980 Queen Chapel Rd,Woodbridge,VA,22193,38.673805,-77.368281
Springwoods Elementary Prince William County Public Schools,Springwoods Elementary,Prince William County Public Schools,3815 Marquis Place,Woodbridge,VA,22192,38.685399,-77.325892
Suella G. Ellis Elementary Prince William County Public Schools,Suella G. Ellis Elementary,Prince William County Public Schools,10400 Kim Graham Lane,Manassas,VA,20109,38.766811,-77.508115
Swans Creek Elementary Prince William County Public Schools,Swans Creek Elementary,Prince William County Public Schools,17700 Wayside Dr.,Dumfries,VA,22026,38.565912,-77.306708
Triangle Elementary Prince William County Public Schools,Triangle Elementary,Prince William County Public Schools,3615 Lions Field Rd,Triangle,VA,22172,38.542175,-77.320238
Victory Elementary Prince William County Public Schools,Victory Elementary,Prince William County Public Schools,12001 Tygart Lake Drive,Bristow,VA,20136,38.754269,-77.55442
West Gate Elementary Prince William County Public Schools,West Gate Elementary,Prince William County Public Schools,8031 Urbanna Rd,Manassas,VA,20109,38.781062,-77.49747
Yorkshire Elementary Prince William County Public Schools,Yorkshire Elementary,Prince William County Public Schools,7610 Old Centreville Rd,Manassas,VA,20111,38.789902,-77.45941
James River Elementary Williamsburg-James City County Public Schools,James River Elementary,Williamsburg-James City County Public Schools,8901 Pocahontas Trail,Williamsburg,VA,23185,37.208695,-76.617844
Matoaka Elementary Williamsburg-James City County Public Schools,Matoaka Elementary,Williamsburg-James City County Public Schools,4001 Brick Bat Road,Williamsburg,VA,23188,37.276223,-76.818353
Matthew Whaley Elementary Williamsburg-James City County Public Schools,Matthew Whaley Elementary,Williamsburg-James City County Public Schools,301 Scotland St,Williamsburg,VA,23185,37.274099,-76.704219
Stonehouse Elementary Williamsburg-James City County Public Schools,Stonehouse Elementary,Williamsburg-James City County Public Schools,3651 Rochambeau Dr,Williamsburg,VA,23188,37.394673,-76.794265
Clara Byrd Baker Elementary Williamsburg-James City County Public Schools,Clara Byrd Baker Elementary,Williamsburg-James City County Public Schools,3131 Ironbound Rd,Williamsburg,VA,23185,37.248583,-76.766309
D.J. Montague Elementary Williamsburg-James City County Public Schools,D.J. Montague Elementary,Williamsburg-James City County Public Schools,5380 Centerville Rd,Williamsburg,VA,23188,37.310537,-76.792227
J. Blaine Blayton Elementary Williamsburg-James City County Public Schools,J. Blaine Blayton Elementary,Williamsburg-James City County Public Schools,800 Jolly Pond Road,Williamsburg,VA,23188,37.335254,-76.80471
Laurel Lane Elementary Williamsburg-James City County Public Schools,Laurel Lane Elementary,Williamsburg-James City County Public Schools,112 Laurel Lane,Williamsburg,VA,23188,37.247936,-76.732483
Norge Elementary Williamsburg-James City County Public Schools,Norge Elementary,Williamsburg-James City County Public Schools,7311 Richmond Rd,Williamsburg,VA,23188,37.364173,-76.770296
Covington High Alleghany Highlands Public Schools,Covington High,Alleghany Highlands Public Schools,606 S. Lexington Ave,Covington,VA,24426,37.784073,-79.991508
Bath County High Bath County Public Schools,Bath County High,Bath County Public Schools,464 Charger Lane,Hot Springs,VA,24445,38.033655,-79.795015
Hurley High Buchanan County Public Schools,Hurley High,Buchanan County Public Schools,6911 Hurley Road,Hurley,VA,24620,37.385259,-82.000457
Twin Valley High Buchanan County Public Schools,Twin Valley High,Buchanan County Public Schools,14449 Dismal River Road,Pilgrim Knob,VA,24634,37.240579,-81.913632
Parry McCluer High Buena Vista City Public Schools,Parry McCluer High,Buena Vista City Public Schools,100 Bradford Drive,Buena Vista,VA,24416,37.718422,-79.359913
Colonial Beach High Colonial Beach Public Schools,Colonial Beach High,Colonial Beach Public Schools,100 First St.,Colonial Beach,VA,22443,38.257717,-76.969
Essex High Essex County Public Schools,Essex High,Essex County Public Schools,833 High School Circle,Tappahannock,VA,22560,37.923972,-76.874545
Floyd County High Floyd County Public Schools,Floyd County High,Floyd County Public Schools,721 Baker St. SW,Floyd,VA,24091,36.908839,-80.309634
Fluvanna County High Fluvanna County Public Schools,Fluvanna County High,Fluvanna County Public Schools,1918 Thomas Jefferson Parkway,Palmyra,VA,22963,37.872204,-78.298599
Franklin High Franklin City Public Schools,Franklin High,Franklin City Public Schools,310 Crescent Drive,Franklin,VA,23851,36.691627,-76.948114
Giles High Giles County Public Schools,Giles High,Giles County Public Schools,1825 Wenonah Avenue,Pearisburg,VA,24134,37.328252,-80.703701
Narrows High Giles County Public Schools,Narrows High,Giles County Public Schools,1 Green Wave Lane,Narrows,VA,24124,37.337702,-80.804336
Lancaster High Lancaster County Public Schools,Lancaster High,Lancaster County Public Schools,8815 Mary Ball Rd,Lancaster,VA,22503,37.769248,-76.456475
Patrick County High Patrick County Public Schools,Patrick County High,Patrick County Public Schools,215 Cougar Lane,Stuart,VA,24171,36.623378,-80.27091
Rappahannock County High Rappahannock County Public Schools,Rappahannock County High,Rappahannock County Public Schools,12576 Lee Highway,Washington,VA,22747,38.68647,-78.188229
Rappahannock High Richmond County Public Schools,Rappahannock High,Richmond County Public Schools,6914 Richmond Rd,Warsaw,VA,22572,37.94889,-76.743678
Alleghany High Alleghany Highlands Public Schools,Alleghany High,Alleghany Highlands Public Schools,210 Mountaineer Drive,Covington,VA,24426,37.789042,-79.908804
Amelia County High Amelia County Public Schools,Amelia County High,Amelia County Public Schools,8500 Otterburn Rd,Amelia Court House,VA,23002,37.331186,-77.987822
Appomattox County High Appomattox County Public Schools,Appomattox County High,Appomattox County Public Schools,198 Evergreen Avenue,Appomattox,VA,24522,37.34485,-78.82617
Virginia High Bristol City Public Schools,Virginia High,Bristol City Public Schools,650 Long Crescent Dr,Bristol,VA,24201,36.614568,-82.1798
Brunswick High Brunswick County Public Schools,Brunswick High,Brunswick County Public Schools,2171 Lawrenceville Plank Rd,Lawrenceville,VA,23868,36.767549,-77.829541
Grundy High Buchanan County Public Schools,Grundy High,Buchanan County Public Schools,1300 Golden Wave Drive,Grundy,VA,24614,37.283205,-82.061391
Buckingham County High Buckingham County Public Schools,Buckingham County High,Buckingham County Public Schools,78 Knights Rd.,Buckingham,VA,23921,37.541386,-78.511252
Caroline High Caroline County Public Schools,Caroline High,Caroline County Public Schools,19155 Rodgers Clark Blvd,Milford,VA,22514,38.000374,-77.414575
Randolph-Henry High Charlotte County Public Schools,Randolph-Henry High,Charlotte County Public Schools,755 David Bruce Ave,Charlotte C H,VA,23923,37.053916,-78.646972
Clarke County High Clarke County Public Schools,Clarke County High,Clarke County Public Schools,627 Mosby Blvd.,Berryville,VA,22611,39.16206,-77.995049
Colonial Heights High Colonial Heights City Public Schools,Colonial Heights High,Colonial Heights City Public Schools,3600 Conduit Rd,Colonial Heights,VA,23834,37.267931,-77.391405
