School,Division,Degree_Percent,Degree_Type,Sch_Div
Piney Branch Elementary,Prince William County Public Schools,64,Master's Degree,Piney Branch Elementary Prince William County Public Schools
Piney Branch Elementary,Prince William County Public Schools,2,Doctoral Degree,Piney Branch Elementary Prince William County Public Schools
Victory Elementary,Prince William County Public Schools,31,Bachelor's Degree,Victory Elementary Prince William County Public Schools
Victory Elementary,Prince William County Public Schools,69,Master's Degree,Victory Elementary Prince William County Public Schools
Victory Elementary,Prince William County Public Schools,0,Doctoral Degree,Victory Elementary Prince William County Public Schools
A. Henderson Elementary,Prince William County Public Schools,35,Bachelor's Degree,A. Henderson Elementary Prince William County Public Schools
A. Henderson Elementary,Prince William County Public Schools,62,Master's Degree,A. Henderson Elementary Prince William County Public Schools
A. Henderson Elementary,Prince William County Public Schools,2,Doctoral Degree,A. Henderson Elementary Prince William County Public Schools
Covington-Harper Elementary,Prince William County Public Schools,33,Bachelor's Degree,Covington-Harper Elementary Prince William County Public Schools
Covington-Harper Elementary,Prince William County Public Schools,56,Master's Degree,Covington-Harper Elementary Prince William County Public Schools
Covington-Harper Elementary,Prince William County Public Schools,0,Doctoral Degree,Covington-Harper Elementary Prince William County Public Schools
Dumfries Elementary,Prince William County Public Schools,41,Bachelor's Degree,Dumfries Elementary Prince William County Public Schools
Dumfries Elementary,Prince William County Public Schools,57,Master's Degree,Dumfries Elementary Prince William County Public Schools
Dumfries Elementary,Prince William County Public Schools,0,Doctoral Degree,Dumfries Elementary Prince William County Public Schools
Potomac High,Prince William County Public Schools,32,Bachelor's Degree,Potomac High Prince William County Public Schools
Potomac High,Prince William County Public Schools,63,Master's Degree,Potomac High Prince William County Public Schools
Potomac High,Prince William County Public Schools,1,Doctoral Degree,Potomac High Prince William County Public Schools
Potomac Middle,Prince William County Public Schools,34,Bachelor's Degree,Potomac Middle Prince William County Public Schools
Potomac Middle,Prince William County Public Schools,58,Master's Degree,Potomac Middle Prince William County Public Schools
Potomac Middle,Prince William County Public Schools,4,Doctoral Degree,Potomac Middle Prince William County Public Schools
Potomac Shores Middle,Prince William County Public Schools,35,Bachelor's Degree,Potomac Shores Middle Prince William County Public Schools
Potomac Shores Middle,Prince William County Public Schools,62,Master's Degree,Potomac Shores Middle Prince William County Public Schools
Potomac Shores Middle,Prince William County Public Schools,0,Doctoral Degree,Potomac Shores Middle Prince William County Public Schools
Swans Creek Elementary,Prince William County Public Schools,50,Bachelor's Degree,Swans Creek Elementary Prince William County Public Schools
Swans Creek Elementary,Prince William County Public Schools,46,Master's Degree,Swans Creek Elementary Prince William County Public Schools
Swans Creek Elementary,Prince William County Public Schools,2,Doctoral Degree,Swans Creek Elementary Prince William County Public Schools
George P. Mullen Elementary,Prince William County Public Schools,45,Bachelor's Degree,George P. Mullen Elementary Prince William County Public Schools
George P. Mullen Elementary,Prince William County Public Schools,52,Master's Degree,George P. Mullen Elementary Prince William County Public Schools
George P. Mullen Elementary,Prince William County Public Schools,0,Doctoral Degree,George P. Mullen Elementary Prince William County Public Schools
Suella G. Ellis Elementary,Prince William County Public Schools,54,Bachelor's Degree,Suella G. Ellis Elementary Prince William County Public Schools
Suella G. Ellis Elementary,Prince William County Public Schools,43,Master's Degree,Suella G. Ellis Elementary Prince William County Public Schools
Suella G. Ellis Elementary,Prince William County Public Schools,2,Doctoral Degree,Suella G. Ellis Elementary Prince William County Public Schools
West Gate Elementary,Prince William County Public Schools,35,Bachelor's Degree,West Gate Elementary Prince William County Public Schools
West Gate Elementary,Prince William County Public Schools,63,Master's Degree,West Gate Elementary Prince William County Public Schools
West Gate Elementary,Prince William County Public Schools,2,Doctoral Degree,West Gate Elementary Prince William County Public Schools
Bennett Elementary,Prince William County Public Schools,30,Bachelor's Degree,Bennett Elementary Prince William County Public Schools
Bennett Elementary,Prince William County Public Schools,70,Master's Degree,Bennett Elementary Prince William County Public Schools
Bennett Elementary,Prince William County Public Schools,0,Doctoral Degree,Bennett Elementary Prince William County Public Schools
Pennington Traditional,Prince William County Public Schools,41,Bachelor's Degree,Pennington Traditional Prince William County Public Schools
Pennington Traditional,Prince William County Public Schools,59,Master's Degree,Pennington Traditional Prince William County Public Schools
Pennington Traditional,Prince William County Public Schools,0,Doctoral Degree,Pennington Traditional Prince William County Public Schools
Loch Lomond Elementary,Prince William County Public Schools,31,Bachelor's Degree,Loch Lomond Elementary Prince William County Public Schools
Loch Lomond Elementary,Prince William County Public Schools,69,Master's Degree,Loch Lomond Elementary Prince William County Public Schools
Loch Lomond Elementary,Prince William County Public Schools,0,Doctoral Degree,Loch Lomond Elementary Prince William County Public Schools
Osbourn Park High,Prince William County Public Schools,29,Bachelor's Degree,Osbourn Park High Prince William County Public Schools
Osbourn Park High,Prince William County Public Schools,68,Master's Degree,Osbourn Park High Prince William County Public Schools
Osbourn Park High,Prince William County Public Schools,1,Doctoral Degree,Osbourn Park High Prince William County Public Schools
Ashland Elementary,Prince William County Public Schools,46,Bachelor's Degree,Ashland Elementary Prince William County Public Schools
Ashland Elementary,Prince William County Public Schools,52,Master's Degree,Ashland Elementary Prince William County Public Schools
Ashland Elementary,Prince William County Public Schools,0,Doctoral Degree,Ashland Elementary Prince William County Public Schools
Charles J. Colgan Sr. High,Prince William County Public Schools,28,Bachelor's Degree,Charles J. Colgan Sr. High Prince William County Public Schools
Charles J. Colgan Sr. High,Prince William County Public Schools,67,Master's Degree,Charles J. Colgan Sr. High Prince William County Public Schools
Charles J. Colgan Sr. High,Prince William County Public Schools,3,Doctoral Degree,Charles J. Colgan Sr. High Prince William County Public Schools
Coles Elementary,Prince William County Public Schools,32,Bachelor's Degree,Coles Elementary Prince William County Public Schools
Coles Elementary,Prince William County Public Schools,66,Master's Degree,Coles Elementary Prince William County Public Schools
Coles Elementary,Prince William County Public Schools,0,Doctoral Degree,Coles Elementary Prince William County Public Schools
Herbert J. Saunders Middle,Prince William County Public Schools,34,Bachelor's Degree,Herbert J. Saunders Middle Prince William County Public Schools
Herbert J. Saunders Middle,Prince William County Public Schools,57,Master's Degree,Herbert J. Saunders Middle Prince William County Public Schools
Herbert J. Saunders Middle,Prince William County Public Schools,5,Doctoral Degree,Herbert J. Saunders Middle Prince William County Public Schools
Louise A. Benton Middle,Prince William County Public Schools,28,Bachelor's Degree,Louise A. Benton Middle Prince William County Public Schools
Louise A. Benton Middle,Prince William County Public Schools,71,Master's Degree,Louise A. Benton Middle Prince William County Public Schools
Louise A. Benton Middle,Prince William County Public Schools,0,Doctoral Degree,Louise A. Benton Middle Prince William County Public Schools
Thurgood Marshall Elementary,Prince William County Public Schools,24,Bachelor's Degree,Thurgood Marshall Elementary Prince William County Public Schools
Thurgood Marshall Elementary,Prince William County Public Schools,74,Master's Degree,Thurgood Marshall Elementary Prince William County Public Schools
Thurgood Marshall Elementary,Prince William County Public Schools,0,Doctoral Degree,Thurgood Marshall Elementary Prince William County Public Schools
Graham Park Middle,Prince William County Public Schools,40,Bachelor's Degree,Graham Park Middle Prince William County Public Schools
Graham Park Middle,Prince William County Public Schools,55,Master's Degree,Graham Park Middle Prince William County Public Schools
Graham Park Middle,Prince William County Public Schools,0,Doctoral Degree,Graham Park Middle Prince William County Public Schools
J.W. Alvey Elementary,Prince William County Public Schools,29,Bachelor's Degree,J.W. Alvey Elementary Prince William County Public Schools
J.W. Alvey Elementary,Prince William County Public Schools,71,Master's Degree,J.W. Alvey Elementary Prince William County Public Schools
J.W. Alvey Elementary,Prince William County Public Schools,0,Doctoral Degree,J.W. Alvey Elementary Prince William County Public Schools
Ronald Wilson Reagan Middle,Prince William County Public Schools,26,Bachelor's Degree,Ronald Wilson Reagan Middle Prince William County Public Schools
Ronald Wilson Reagan Middle,Prince William County Public Schools,72,Master's Degree,Ronald Wilson Reagan Middle Prince William County Public Schools
Ronald Wilson Reagan Middle,Prince William County Public Schools,0,Doctoral Degree,Ronald Wilson Reagan Middle Prince William County Public Schools
Samuel L. Gravely Jr. Elementary,Prince William County Public Schools,28,Bachelor's Degree,Samuel L. Gravely Jr. Elementary Prince William County Public Schools
Samuel L. Gravely Jr. Elementary,Prince William County Public Schools,69,Master's Degree,Samuel L. Gravely Jr. Elementary Prince William County Public Schools
Samuel L. Gravely Jr. Elementary,Prince William County Public Schools,2,Doctoral Degree,Samuel L. Gravely Jr. Elementary Prince William County Public Schools
Brentsville District High,Prince William County Public Schools,24,Bachelor's Degree,Brentsville District High Prince William County Public Schools
Brentsville District High,Prince William County Public Schools,75,Master's Degree,Brentsville District High Prince William County Public Schools
Brentsville District High,Prince William County Public Schools,1,Doctoral Degree,Brentsville District High Prince William County Public Schools
The Nokesville School,Prince William County Public Schools,37,Bachelor's Degree,The Nokesville School Prince William County Public Schools
The Nokesville School,Prince William County Public Schools,56,Master's Degree,The Nokesville School Prince William County Public Schools
